obsTime,Tai Po Market,Broadcast Drive,Cheung Chau,Cheung Ching,Clear Water Bay,Happy Valley,Hong Kong International Airport,Hong Kong Observatory,Kai Tak,Kau Sai Chau,Kingâs Park,Kwun Tong,Lau Fau Shan,Magazine Gap,Ngong Ping,Pak Tam Chung,Peng Chau,Sai Kung,San Po Kong,Sha Tin,Sham Shui Po,Shau Kei Wan,Shek Kong,Sheung Shui,Shui Pin Wai,Stanley,Ta Kwu Ling,Tai Lung,Tai Mei Tuk,The Peak,Tseung Kwan O,Tsuen Wan Ho Koon,Tuen Mun,Waglan Island,Wetland Park,Wong Chuk Hang
2026-07-22 04:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 05:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 06:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 07:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 08:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 12:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 14:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 15:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 16:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 17:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 18:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 21:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-22 23:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 00:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 01:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 02:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-07-23 03:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,M,0,0,0,0,0,0,0,1,0,0,2,0,0
2026-07-23 04:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 05:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 06:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 07:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 08:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 12:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 14:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,M,0,0,0,0,0,0
2026-07-23 15:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 16:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 17:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 18:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 21:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23 23:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 00:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 01:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 02:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 03:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 04:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 05:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 06:45:00,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 07:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 08:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,M,0,0,0,0,0,0
2026-07-24 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,M,0,0,0,0,0,0
2026-07-24 12:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 14:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,M,0,M,0,0,0,0
2026-07-24 15:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 16:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 17:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 18:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-24 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 21:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-24 23:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 00:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-25 01:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 02:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 03:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 04:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 05:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 06:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 07:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 08:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-25 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-25 10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-25 12:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-25 14:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 15:45:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,M,8,2,0,17,5,2,0,0,3,0,0,0,0
2026-07-25 16:45:00,6,6,1,5,1,0,4,2,0,5,4,1,16,1,7,9,2,3,4,8,6,0,M,8,6,1,9,6,12,1,1,M,6,5,11,0
2026-07-25 17:45:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,M,1,2,0,1,2,0,0,0,1,1,0,2,0
2026-07-25 18:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 21:45:00,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,2,2,1,0,1,M,1,0,0,1,1,2,0,0,2,0,0,0,0
2026-07-25 22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25 23:45:00,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,M,0,0,1,0,0,1,0,1,0,0,0,0,0
2026-07-26 00:45:00,2,2,0,2,4,2,0,3,2,6,2,5,0,2,0,6,0,3,3,2,1,3,M,1,0,2,4,1,2,2,3,4,0,0,0,2
2026-07-26 01:45:00,3,5,2,6,3,6,2,5,4,2,5,5,2,7,4,2,3,2,4,3,6,5,M,4,2,4,3,4,3,6,3,5,4,0,5,6
2026-07-26 02:45:00,3,3,1,3,2,4,3,4,1,3,3,2,1,5,5,4,1,2,3,2,3,3,M,0,0,4,1,1,2,4,3,3,3,0,1,5
2026-07-26 03:45:00,3,1,1,2,4,1,2,1,1,8,2,2,1,2,3,11,2,8,1,5,3,2,M,1,0,2,4,2,12,1,5,2,2,0,3,2
2026-07-26 04:45:00,8,9,4,4,7,4,2,4,3,8,3,6,1,5,4,14,3,8,7,9,4,4,M,4,1,4,10,5,23,4,8,M,4,2,2,4
2026-07-26 05:45:00,17,18,8,12,15,18,3,14,8,10,17,16,1,19,5,18,3,11,16,18,15,17,M,8,1,3,21,10,28,9,17,6,4,3,3,8
2026-07-26 06:45:00,29,14,12,9,6,6,6,6,7,33,9,14,2,9,12,24,20,34,12,26,10,9,M,19,5,18,25,22,33,13,14,8,11,12,9,18
2026-07-26 07:45:00,24,19,19,14,13,13,4,11,12,16,16,18,2,12,15,20,16,16,18,21,18,15,M,14,7,9,20,18,25,11,14,16,8,13,10,14
2026-07-26 08:45:00,25,22,4,22,13,12,3,10,11,9,12,18,1,12,3,13,11,10,19,13,21,13,M,29,7,7,22,28,33,10,18,10,13,7,6,14
2026-07-26 09:45:00,16,7,1,8,6,10,4,5,3,5,4,5,5,9,2,8,5,7,5,11,5,12,M,23,6,0,7,32,34,7,6,7,12,1,10,5
2026-07-26 10:45:00,6,13,3,12,4,5,3,4,6,9,6,11,2,5,11,7,4,8,11,15,11,6,M,5,4,0,7,7,6,4,9,M,9,0,4,3
2026-07-26 11:45:00,2,0,6,1,2,8,2,3,2,1,1,3,2,8,9,1,2,1,1,3,0,6,M,4,3,2,3,5,2,5,3,3,1,0,2,5
2026-07-26 12:45:00,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,M,1,5,0,2,1,2,0,0,M,13,1,2,0
2026-07-26 13:45:00,9,14,0,12,0,8,5,14,12,6,19,16,0,6,6,10,8,12,13,12,12,8,M,0,0,0,0,0,7,4,12,M,6,0,0,5
2026-07-26 14:45:00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,0,0,1,0,0,0,0,1,M,0,0,0,0
2026-07-26 15:45:00,0,2,5,3,3,0,0,2,0,1,2,1,6,1,0,2,4,3,2,2,2,1,M,2,6,7,1,1,1,0,0,1,2,6,5,0
2026-07-26 16:45:00,6,0,0,3,26,9,4,0,5,5,0,4,3,7,2,1,0,1,0,1,0,11,M,3,2,22,5,3,7,6,5,M,2,16,2,10
2026-07-26 17:45:00,0,3,27,3,3,6,1,4,3,0,4,3,0,8,7,0,14,0,2,1,3,4,M,0,0,5,0,0,0,6,2,1,0,0,0,6
2026-07-26 18:45:00,19,13,14,24,4,9,0,9,6,4,9,7,0,10,0,6,17,8,11,12,20,5,M,3,0,4,3,5,17,8,4,23,0,3,0,9
2026-07-26 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-26 20:45:00,0,0,1,0,2,5,0,1,8,3,1,7,0,7,0,5,0,2,1,0,0,4,M,0,0,3,0,0,0,5,5,0,0,9,0,4
2026-07-26 21:45:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-26 22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-26 23:45:00,0,0,0,0,0,2,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,2,M,0,0,2,0,0,0,0,0,M,0,0,0,6
2026-07-27 00:45:00,0,0,0,1,0,5,0,0,6,11,0,6,0,1,0,20,2,10,0,0,2,10,M,0,0,5,0,0,0,0,13,1,0,0,0,3
2026-07-27 01:45:00,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,1,1,2,M,1,0,0,0,0,0,1,1,0,0,0,0,1
2026-07-27 02:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-27 03:45:00,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-27 04:45:00,0,0,5,2,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,M,0,0,0,0,0,0,1,0,0,1,0,1,0
2026-07-27 05:45:00,1,3,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,0,M,0,0,1,0,0,3,1,0,2,0,1,0,1
2026-07-27 06:45:00,1,0,2,2,0,0,3,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,M,1,2,0,0,1,1,0,0,5,7,0,3,0
2026-07-27 07:45:00,1,3,6,4,0,2,4,2,3,0,2,3,3,3,8,0,6,2,2,1,3,1,M,1,3,1,1,2,1,2,1,3,4,0,3,2
2026-07-27 12:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-07-27 13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,M,0,0,0,0
2026-07-27 14:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0
